,X,Title,Runtime,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical,Rating,Director,Lead,Votes,Budget,Sequel,Avg_rating_director,Avg_rating_lead
722,722,Tomb Raider,119,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Roar Uthaug,Alicia Vikander,"218,149",94000000,1,6.3,7
723,723,Sonic the Hedgehog,99,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,Jeff Fowler,Ben Schwartz,"144,175",90000000,0,6.5,6.5
724,724,Oldboy,104,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,Spike Lee,Josh Brolin,"77,721",3000000,0,6.675,5.8
725,725,Oldboy,104,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,Spike Lee,Josh Brolin,"77,721",30000000,1,6.675,5.8
726,726,Underworld,121,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Len Wiseman,Kate Beckinsale,"275,108",22000000,0,7,7
727,727,Slumberland,117,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,Francis Lawrence,Jason Momoa,"24,486",150000000,0,6.871428571,6.75
728,728,The Longest Yard,113,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6.4,Peter Segal,Adam Sandler,"184,615",82000000,1,6.6,6.444444444
729,729,Super 8,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,J.J. Abrams,Elle Fanning,"357,854",50000000,0,7.22,7
730,730,Anna,118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Luc Besson,Sasha Luss,"85,914",30000000,0,6.425,6.6
731,731,Lone Survivor,121,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Peter Berg,Mark Wahlberg,"293,181",40000000,0,7.5,6.64
732,732,The Twilight Saga: Breaking Dawn - Part 2,115,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Bill Condon,Kristen Stewart,"253,077",136000000,1,6.3,5.233333333
733,733,How to Lose a Guy in 10 Days,116,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4,Donald Petrie,Kate Hudson,"248,022",50000000,0,6.4,6.4
734,734,The 355,122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,Simon Kinberg,Jessica Chastain,"31,905",75000000,0,5.5,6.7
735,735,Nymphomaniac: Vol. II,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Lars von Trier,Charlotte Gainsbourg,"94,549",4700000,1,6.7,6.75
736,736,Spectre,148,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Sam Mendes,Daniel Craig,"447,808",200000000,1,7.24,7.542857143
737,737,Enchanted,107,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.1,Kevin Lima,Amy Adams,"209,034",85000000,0,7.1,6.9
738,738,Mission: Impossible III,126,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,J.J. Abrams,Tom Cruise,"363,501",150000000,1,7.22,7.16875
739,739,Walk the Line,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,James Mangold,Joaquin Phoenix,"255,573",28000000,0,7.575,8.066666667
740,740,Wrong Turn,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,Rob Schmidt,Eliza Dushku,"124,197",4000000,0,6.1,6.1
741,741,Gone Baby Gone,114,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.6,Ben Affleck,Morgan Freeman,"277,932",19000000,0,7.6,7.6
742,742,Logan Lucky,118,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,Steven Soderbergh,Channing Tatum,"153,932",29000000,0,6.9,6.3
743,743,Five Feet Apart,116,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Justin Baldoni,Haley Lu Richardson,"71,766",7000000,0,7.2,7.2
744,744,Spy Kids,88,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,Robert Rodriguez,Alexa PenaVega,"120,652",35000000,0,5.866666667,5.6
745,745,Warcraft,123,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Duncan Jones,Travis Fimmel,"268,456",160000000,0,6.7,6.7
